EmployeeID_Code,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome (km),Education (Years),EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,Salary Hike,PerformanceRating,RelationshipSatisfaction,StandardHours,Segment,PredictedAttritionRisk
RM1196,49.0,46-55,No,Travel Rarely,809.0,Research & Development,1.0,3.0,Life Science,1.0,1677,3.0,Male,36.0,3.0,4.0,Manager,3.0,Single,15379.0,15k+,22384.0,4.0,Y,No,14.0,0.14,3.0,1.0,80,2,0.03479685737824278
RM640,49.0,46-55,No,Travel Rarely,1418.0,Research & Development,1.0,3.0,Technical Degree,1.0,887,3.0,Female,36.0,3.0,1.0,Research Scientist,1.0,Married,3580.0,Upto 5k,10554.0,2.0,Y,No,16.0,0.16,3.0,2.0,80,1,0.14362244702405738
RM107,50.0,46-55,No,Travel Frequently,1115.0,Research & Development,1.0,3.0,Life Science,1.0,141,1.0,Female,73.0,3.0,5.0,Research Director,2.0,Married,18172.0,15k+,9755.0,3.0,Y,Yes,19.0,0.19,3.0,1.0,80,2,0.16887340447770247
RM752,50.0,46-55,No,Non Travel,145.0,Sales,1.0,3.0,Life Science,1.0,1040,4.0,Female,95.0,3.0,2.0,Sales Executive,3.0,Married,6347.0,5k-10k,24920.0,0.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.11643319789392656
RM259,51.0,46-55,No,Travel Rarely,833.0,Research & Development,1.0,3.0,Life Science,1.0,353,3.0,Male,96.0,3.0,1.0,Research Scientist,4.0,Married,2723.0,Upto 5k,23231.0,1.0,Y,No,11.0,0.11,3.0,2.0,80,3,0.1794612563162352
RM1009,54.0,46-55,No,Travel Rarely,971.0,Research & Development,1.0,3.0,Medical,1.0,1422,4.0,Female,54.0,3.0,4.0,Research Director,4.0,Single,17328.0,15k+,5652.0,6.0,Y,No,19.0,0.19,3.0,4.0,80,2,0.04118934538278071
RM271,55.0,46-55,No,Travel Rarely,452.0,Research & Development,1.0,3.0,Medical,1.0,374,4.0,Male,81.0,3.0,5.0,Manager,1.0,Single,19045.0,15k+,18938.0,0.0,Y,Yes,14.0,0.14,3.0,3.0,80,2,0.18074440708812428
RM1010,58.0,55+,No,Travel Rarely,1055.0,Research & Development,1.0,3.0,Medical,1.0,1423,4.0,Female,76.0,3.0,5.0,Research Director,1.0,Married,19701.0,15k+,22456.0,3.0,Y,Yes,21.0,0.21,4.0,3.0,80,2,0.11424358821651344
RM1179,20.0,18-25,No,Travel Rarely,1141.0,Sales,2.0,3.0,Medical,1.0,1657,3.0,Female,31.0,3.0,1.0,Sales Representative,3.0,Single,2783.0,Upto 5k,13251.0,1.0,Y,No,19.0,0.19,3.0,1.0,80,0,0.3235531111648937
RM1412,25.0,18-25,No,Travel Rarely,309.0,Human Resources,2.0,3.0,Human Resources,1.0,1987,3.0,Female,82.0,3.0,1.0,Human Resources,2.0,Married,2187.0,Upto 5k,19655.0,4.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.2934785091528386
RM763,26.0,26-35,Yes,Travel Frequently,342.0,Research & Development,2.0,3.0,Life Science,1.0,1053,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,2042.0,Upto 5k,15346.0,6.0,Y,Yes,14.0,0.14,3.0,2.0,80,1,0.8456859071329905
RM1171,27.0,26-35,No,Travel Frequently,591.0,Research & Development,2.0,3.0,Medical,1.0,1648,4.0,Male,87.0,3.0,1.0,Research Scientist,4.0,Single,2580.0,Upto 5k,6297.0,2.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.2792114840661353
RM321,27.0,26-35,No,Travel Rarely,1377.0,Sales,2.0,3.0,Life Science,1.0,437,4.0,Male,74.0,3.0,2.0,Sales Executive,3.0,Single,4478.0,Upto 5k,5242.0,1.0,Y,Yes,11.0,0.11,3.0,1.0,80,3,0.360286208231107
RM072,29.0,26-35,No,Travel Rarely,1328.0,Research & Development,2.0,3.0,Life Science,1.0,94,3.0,Male,76.0,3.0,1.0,Research Scientist,2.0,Married,2703.0,Upto 5k,4956.0,0.0,Y,No,23.0,0.23,4.0,4.0,80,0,0.13784785374669345
RM350,29.0,26-35,No,Non Travel,746.0,Sales,2.0,3.0,Life Science,1.0,469,4.0,Male,61.0,3.0,2.0,Sales Executive,3.0,Married,4649.0,Upto 5k,16928.0,1.0,Y,No,14.0,0.14,3.0,1.0,80,3,0.1313103885039165
RM427,30.0,26-35,No,Non Travel,1116.0,Research & Development,2.0,3.0,Medical,1.0,571,3.0,Female,49.0,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,Upto 5k,7181.0,0.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.18975489397602915
RM1037,31.0,26-35,Yes,Travel Frequently,523.0,Research & Development,2.0,3.0,Life Science,1.0,1464,2.0,Male,94.0,3.0,1.0,Laboratory Technician,4.0,Married,3722.0,Upto 5k,21081.0,6.0,Y,Yes,13.0,0.13,3.0,3.0,80,1,0.7004769609219641
RM1191,32.0,26-35,No,Travel Rarely,977.0,Research & Development,2.0,3.0,Medical,1.0,1671,4.0,Male,45.0,3.0,2.0,Research Scientist,2.0,Divorced,5470.0,5k-10k,25518.0,0.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.0724417695717967
RM1450,32.0,26-35,No,Travel Rarely,529.0,Research & Development,2.0,3.0,Technical Degree,1.0,2038,4.0,Male,78.0,3.0,1.0,Research Scientist,1.0,Single,2439.0,Upto 5k,11288.0,1.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.2845771688905773
RM352,32.0,26-35,No,Travel Rarely,1062.0,Research & Development,2.0,3.0,Medical,1.0,471,3.0,Female,75.0,3.0,1.0,Laboratory Technician,2.0,Married,2370.0,Upto 5k,3956.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.22248992777084453
RM031,33.0,26-35,No,Travel Rarely,924.0,Research & Development,2.0,3.0,Medical,1.0,39,3.0,Male,78.0,3.0,1.0,Laboratory Technician,4.0,Single,2496.0,Upto 5k,6670.0,4.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.2574040272216466
RM1254,33.0,26-35,No,Non Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,1756,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,5k-10k,10697.0,8.0,Y,No,15.0,0.15,3.0,4.0,80,1,0.2292477219473518
RM177,33.0,26-35,No,Travel Rarely,134.0,Research & Development,2.0,3.0,Life Science,1.0,242,3.0,Male,90.0,3.0,1.0,Research Scientist,4.0,Single,2500.0,Upto 5k,10515.0,0.0,Y,No,14.0,0.14,3.0,1.0,80,3,0.2858409317962937
RM864,33.0,26-35,No,Travel Rarely,147.0,Human Resources,2.0,3.0,Human Resources,1.0,1207,2.0,Male,99.0,3.0,1.0,Human Resources,3.0,Married,3600.0,Upto 5k,8429.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.20072438042233343
RM568,34.0,26-35,No,Travel Rarely,304.0,Sales,2.0,3.0,Other,1.0,786,4.0,Male,60.0,3.0,2.0,Sales Executive,4.0,Single,6274.0,5k-10k,18686.0,1.0,Y,No,22.0,0.22,4.0,3.0,80,0,0.1482870688141265
RM918,34.0,26-35,No,Travel Rarely,131.0,Sales,2.0,3.0,Marketing,1.0,1281,3.0,Female,86.0,3.0,2.0,Sales Executive,1.0,Single,4538.0,Upto 5k,6039.0,0.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.19595479083759615
RM038,35.0,26-35,No,Travel Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,49,4.0,Female,97.0,3.0,1.0,Sales Representative,4.0,Married,2014.0,Upto 5k,9687.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.1436737151145538
RM1111,35.0,26-35,Yes,Travel Rarely,104.0,Research & Development,2.0,3.0,Life Science,1.0,1569,1.0,Female,69.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2074.0,Upto 5k,26619.0,1.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.3520681289310027
RM197,35.0,26-35,No,Travel Frequently,138.0,Research & Development,2.0,3.0,Medical,1.0,269,2.0,Female,37.0,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,Upto 5k,15986.0,5.0,Y,No,11.0,0.11,3.0,4.0,80,1,0.14683098517002044
RM378,36.0,36-45,No,Travel Rarely,329.0,Research & Development,2.0,3.0,Life Science,1.0,501,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,Upto 5k,11868.0,4.0,Y,No,13.0,0.13,3.0,2.0,80,1,0.18454105857858938
RM487,37.0,36-45,No,Travel Rarely,558.0,Sales,2.0,3.0,Marketing,1.0,656,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,5k-10k,3010.0,4.0,Y,Yes,11.0,0.11,3.0,3.0,80,1,0.30689995992950225
RM020,38.0,36-45,No,Travel Rarely,371.0,Research & Development,2.0,3.0,Life Science,1.0,24,4.0,Male,45.0,3.0,1.0,Research Scientist,4.0,Single,3944.0,Upto 5k,4306.0,5.0,Y,Yes,11.0,0.11,3.0,3.0,80,1,0.24381961469728475
RM1113,38.0,36-45,Yes,Travel Rarely,903.0,Research & Development,2.0,3.0,Medical,1.0,1573,3.0,Male,81.0,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,Upto 5k,7653.0,4.0,Y,No,11.0,0.11,3.0,1.0,80,1,0.4266767519159102
RM1290,38.0,36-45,No,Non Travel,1336.0,Human Resources,2.0,3.0,Human Resources,1.0,1805,1.0,Male,100.0,3.0,1.0,Human Resources,2.0,Divorced,2592.0,Upto 5k,7129.0,5.0,Y,No,13.0,0.13,3.0,4.0,80,1,0.15720318659759094
RM814,39.0,36-45,Yes,Travel Frequently,203.0,Research & Development,2.0,3.0,Life Science,1.0,1127,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,10k-15k,13547.0,7.0,Y,No,11.0,0.11,3.0,4.0,80,1,0.5714173412372247
RM1046,40.0,36-45,No,Travel Rarely,896.0,Research & Development,2.0,3.0,Medical,1.0,1474,3.0,Male,68.0,3.0,1.0,Research Scientist,3.0,Divorced,2345.0,Upto 5k,8045.0,2.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.1673154714676807
RM960,40.0,36-45,No,Travel Rarely,523.0,Research & Development,2.0,3.0,Life Science,1.0,1346,3.0,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,Upto 5k,22455.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.11565189691193772
RM1094,42.0,36-45,No,Travel Frequently,288.0,Research & Development,2.0,3.0,Life Science,1.0,1547,4.0,Male,40.0,3.0,3.0,Healthcare Representative,4.0,Married,10124.0,10k-15k,18611.0,2.0,Y,Yes,14.0,0.14,3.0,3.0,80,2,0.07669723391862943
RM1444,42.0,36-45,No,Travel Rarely,300.0,Research & Development,2.0,3.0,Life Science,1.0,2031,1.0,Male,56.0,3.0,5.0,Manager,3.0,Married,18880.0,15k+,17312.0,5.0,Y,No,11.0,0.11,3.0,1.0,80,2,0.1256087818770003
RM1217,43.0,36-45,No,Travel Rarely,1179.0,Sales,2.0,3.0,Medical,1.0,1706,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Married,7847.0,5k-10k,6069.0,1.0,Y,Yes,17.0,0.17,3.0,1.0,80,0,0.21302487275433282
RM1270,43.0,36-45,No,Travel Rarely,244.0,Human Resources,2.0,3.0,Life Science,1.0,1778,2.0,Male,97.0,3.0,1.0,Human Resources,4.0,Single,3539.0,Upto 5k,5033.0,0.0,Y,No,13.0,0.13,3.0,2.0,80,3,0.15283309031506523
RM453,45.0,36-45,No,Travel Rarely,561.0,Sales,2.0,3.0,Other,1.0,606,4.0,Male,61.0,3.0,2.0,Sales Executive,2.0,Married,4805.0,Upto 5k,16177.0,0.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.14343295895240266
RM1236,46.0,46-55,No,Travel Rarely,1277.0,Sales,2.0,3.0,Life Science,1.0,1732,3.0,Male,74.0,3.0,3.0,Sales Executive,4.0,Divorced,10368.0,10k-15k,5596.0,4.0,Y,Yes,12.0,0.12,3.0,2.0,80,2,0.1414257343067602
RM430,46.0,46-55,No,Travel Rarely,1009.0,Research & Development,2.0,3.0,Life Science,1.0,575,1.0,Male,51.0,3.0,4.0,Research Director,3.0,Married,17861.0,15k+,2288.0,6.0,Y,No,13.0,0.13,3.0,3.0,80,2,0.0878837903826435
RM862,46.0,46-55,No,Travel Rarely,1402.0,Sales,2.0,3.0,Marketing,1.0,1204,3.0,Female,69.0,3.0,4.0,Manager,1.0,Married,17048.0,15k+,24097.0,8.0,Y,No,23.0,0.23,4.0,1.0,80,2,0.06548290222418195
RM589,50.0,46-55,No,Travel Rarely,691.0,Research & Development,2.0,3.0,Medical,1.0,815,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,15k+,6881.0,5.0,Y,No,16.0,0.16,3.0,4.0,80,2,0.0732981254699882
RM868,50.0,46-55,No,Travel Frequently,1421.0,Research & Development,2.0,3.0,Medical,1.0,1215,4.0,Female,30.0,3.0,4.0,Manager,1.0,Married,17856.0,15k+,9490.0,2.0,Y,No,22.0,0.22,4.0,3.0,80,2,0.029812594502551033
RM988,51.0,46-55,No,Travel Frequently,541.0,Sales,2.0,3.0,Marketing,1.0,1391,2.0,Male,52.0,3.0,3.0,Sales Executive,2.0,Married,10596.0,10k-15k,15395.0,2.0,Y,No,11.0,0.11,3.0,2.0,80,2,0.31555639994427853
RM380,55.0,46-55,No,Travel Rarely,1311.0,Research & Development,2.0,3.0,Life Science,1.0,505,3.0,Female,97.0,3.0,4.0,Manager,4.0,Single,16659.0,15k+,23258.0,2.0,Y,Yes,13.0,0.13,3.0,3.0,80,2,0.08444920470605612
RM569,55.0,46-55,Yes,Travel Rarely,725.0,Research & Development,2.0,3.0,Medical,1.0,787,4.0,Male,78.0,3.0,5.0,Manager,1.0,Married,19859.0,15k+,21199.0,5.0,Y,Yes,13.0,0.13,3.0,4.0,80,2,0.5404241776193951
RM1302,58.0,55+,No,Non Travel,350.0,Sales,2.0,3.0,Medical,1.0,1824,2.0,Male,52.0,3.0,4.0,Manager,2.0,Divorced,16291.0,15k+,22577.0,4.0,Y,No,22.0,0.22,4.0,4.0,80,2,0.04510994858319208
RM701,58.0,55+,Yes,Travel Rarely,289.0,Research & Development,2.0,3.0,Technical Degree,1.0,977,4.0,Male,51.0,3.0,1.0,Research Scientist,3.0,Single,2479.0,Upto 5k,26227.0,4.0,Y,No,24.0,0.24,4.0,1.0,80,0,0.6262831212413464
RM297,18.0,18-25,Yes,Travel Rarely,230.0,Research & Development,3.0,3.0,Life Science,1.0,405,3.0,Male,54.0,3.0,1.0,Laboratory Technician,3.0,Single,1420.0,Upto 5k,25233.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.7377881307570847
RM406,25.0,18-25,Yes,Travel Rarely,688.0,Research & Development,3.0,3.0,Medical,1.0,538,1.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Married,4031.0,Upto 5k,9396.0,5.0,Y,No,13.0,0.13,3.0,3.0,80,1,0.40643147083997294
RM1119,26.0,26-35,No,Travel Rarely,474.0,Research & Development,3.0,3.0,Life Science,1.0,1581,1.0,Female,89.0,3.0,1.0,Research Scientist,4.0,Married,2061.0,Upto 5k,11133.0,1.0,Y,No,21.0,0.21,4.0,1.0,80,0,0.2211669836708965
RM616,27.0,26-35,No,Non Travel,443.0,Research & Development,3.0,3.0,Medical,1.0,850,4.0,Male,50.0,3.0,1.0,Research Scientist,4.0,Married,1706.0,Upto 5k,16571.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.14020408997934278
RM1338,28.0,26-35,No,Travel Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,1875,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,Upto 5k,3692.0,1.0,Y,No,19.0,0.19,3.0,4.0,80,0,0.2492933705144388
RM810,28.0,26-35,No,Travel Rarely,950.0,Research & Development,3.0,3.0,Medical,1.0,1121,4.0,Female,93.0,3.0,3.0,Manufacturing Director,2.0,Divorced,7655.0,5k-10k,8039.0,0.0,Y,No,17.0,0.17,3.0,2.0,80,3,0.10794800069628742
RM215,30.0,26-35,Yes,Travel Rarely,1005.0,Research & Development,3.0,3.0,Technical Degree,1.0,297,4.0,Female,88.0,3.0,1.0,Research Scientist,1.0,Single,2657.0,Upto 5k,8556.0,5.0,Y,Yes,11.0,0.11,3.0,3.0,80,1,0.5632232160658639
RM420,30.0,26-35,No,Non Travel,1400.0,Research & Development,3.0,3.0,Life Science,1.0,562,3.0,Male,53.0,3.0,1.0,Laboratory Technician,4.0,Married,2097.0,Upto 5k,16734.0,4.0,Y,No,15.0,0.15,3.0,3.0,80,3,0.16125788461843105
RM502,30.0,26-35,No,Travel Frequently,160.0,Research & Development,3.0,3.0,Medical,1.0,680,3.0,Female,71.0,3.0,1.0,Research Scientist,3.0,Divorced,2083.0,Upto 5k,22653.0,1.0,Y,No,20.0,0.2,4.0,3.0,80,0,0.25191769125254715
RM1086,31.0,26-35,Yes,Travel Frequently,561.0,Research & Development,3.0,3.0,Life Science,1.0,1537,4.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,4084.0,Upto 5k,4156.0,1.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.2482117655425299
RM515,33.0,26-35,Yes,Travel Frequently,1076.0,Research & Development,3.0,3.0,Life Science,1.0,702,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,Upto 5k,3164.0,1.0,Y,Yes,11.0,0.11,3.0,1.0,80,3,0.7716474988027039
RM1180,34.0,26-35,No,Travel Rarely,1130.0,Research & Development,3.0,3.0,Life Science,1.0,1658,4.0,Female,66.0,3.0,2.0,Research Scientist,2.0,Divorced,5433.0,5k-10k,19332.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.06028592611619993
RM292,36.0,36-45,No,Travel Rarely,506.0,Research & Development,3.0,3.0,Technical Degree,1.0,397,3.0,Male,30.0,3.0,2.0,Research Scientist,2.0,Single,4485.0,Upto 5k,26285.0,4.0,Y,No,12.0,0.12,3.0,4.0,80,1,0.10965358848041132
RM901,36.0,36-45,No,Travel Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,1257,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,Upto 5k,9256.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.1895749552226245
RM116,37.0,36-45,No,Travel Rarely,1189.0,Sales,3.0,3.0,Life Science,1.0,152,3.0,Male,87.0,3.0,3.0,Sales Executive,4.0,Single,7428.0,5k-10k,14506.0,2.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.16241352265233425
RM507,37.0,36-45,No,Travel Rarely,482.0,Research & Development,3.0,3.0,Other,1.0,689,3.0,Male,36.0,3.0,3.0,Manufacturing Director,3.0,Married,9434.0,5k-10k,9606.0,1.0,Y,No,15.0,0.15,3.0,3.0,80,3,0.09510327922913821
RM768,37.0,36-45,No,Travel Rarely,124.0,Research & Development,3.0,3.0,Other,1.0,1062,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,4107.0,Upto 5k,13848.0,3.0,Y,No,15.0,0.15,3.0,1.0,80,3,0.14128441339349634
RM224,38.0,36-45,No,Travel Rarely,119.0,Sales,3.0,3.0,Life Science,1.0,307,1.0,Male,76.0,3.0,3.0,Sales Executive,3.0,Divorced,10609.0,10k-15k,9647.0,0.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.1479497881615579
RM954,44.0,36-45,Yes,Travel Rarely,935.0,Research & Development,3.0,3.0,Life Science,1.0,1333,1.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Married,2362.0,Upto 5k,14669.0,4.0,Y,No,12.0,0.12,3.0,3.0,80,1,0.5935690563825208
RM1081,46.0,46-55,No,Travel Rarely,228.0,Sales,3.0,3.0,Life Science,1.0,1527,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,15k+,11380.0,8.0,Y,No,12.0,0.12,3.0,4.0,80,2,0.07529638015300825
RM545,47.0,46-55,No,Travel Frequently,217.0,Sales,3.0,3.0,Medical,1.0,746,4.0,Female,49.0,3.0,4.0,Sales Executive,3.0,Divorced,13770.0,10k-15k,10225.0,9.0,Y,Yes,12.0,0.12,3.0,4.0,80,1,0.17659440578821978
RM478,50.0,46-55,No,Travel Frequently,1246.0,Human Resources,3.0,3.0,Medical,1.0,644,1.0,Male,99.0,3.0,5.0,Manager,2.0,Married,18200.0,15k+,7999.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,2,0.13476996372117445
RM1276,51.0,46-55,No,Travel Rarely,942.0,Research & Development,3.0,3.0,Technical Degree,1.0,1786,1.0,Female,53.0,3.0,3.0,Manager,3.0,Married,13116.0,10k-15k,22984.0,2.0,Y,No,11.0,0.11,3.0,4.0,80,2,0.11551893127729182
RM190,51.0,46-55,No,Travel Rarely,313.0,Research & Development,3.0,3.0,Medical,1.0,258,4.0,Female,98.0,3.0,4.0,Healthcare Representative,2.0,Single,13734.0,10k-15k,7192.0,3.0,Y,No,18.0,0.18,3.0,3.0,80,2,0.08913901655400656
RM220,54.0,46-55,No,Travel Rarely,1147.0,Sales,3.0,3.0,Marketing,1.0,303,4.0,Female,52.0,3.0,2.0,Sales Executive,1.0,Married,5940.0,5k-10k,17011.0,2.0,Y,No,14.0,0.14,3.0,4.0,80,1,0.10983019344774997
RM895,54.0,46-55,No,Travel Rarely,685.0,Research & Development,3.0,3.0,Life Science,1.0,1250,4.0,Male,85.0,3.0,4.0,Research Director,4.0,Married,17779.0,15k+,23474.0,3.0,Y,No,14.0,0.14,3.0,1.0,80,2,0.05822524464606913
RM690,20.0,18-25,Yes,Travel Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,1.0,960,1.0,Male,84.0,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,Upto 5k,13008.0,1.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.5383156907821759
RM671,27.0,26-35,No,Travel Rarely,618.0,Research & Development,4.0,3.0,Life Science,1.0,933,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,Upto 5k,17808.0,1.0,Y,No,19.0,0.19,3.0,3.0,80,0,0.44702718027604194
RM098,28.0,26-35,No,Non Travel,120.0,Sales,4.0,3.0,Medical,1.0,129,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Married,4221.0,Upto 5k,8863.0,1.0,Y,No,15.0,0.15,3.0,2.0,80,3,0.16940052547375029
RM386,30.0,26-35,Yes,Travel Frequently,464.0,Research & Development,4.0,3.0,Technical Degree,1.0,514,3.0,Male,40.0,3.0,1.0,Research Scientist,4.0,Single,2285.0,Upto 5k,3427.0,9.0,Y,Yes,23.0,0.23,4.0,3.0,80,1,0.8235763944669497
RM1266,33.0,26-35,No,Non Travel,775.0,Research & Development,4.0,3.0,Technical Degree,1.0,1771,4.0,Male,90.0,3.0,2.0,Research Scientist,2.0,Divorced,3055.0,Upto 5k,6194.0,5.0,Y,No,15.0,0.15,3.0,4.0,80,1,0.11962526557232891
RM1343,34.0,26-35,No,Travel Rarely,1480.0,Sales,4.0,3.0,Life Science,1.0,1882,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,5k-10k,24444.0,2.0,Y,Yes,13.0,0.13,3.0,4.0,80,3,0.17864689340207243
RM792,35.0,26-35,Yes,Travel Rarely,1204.0,Sales,4.0,3.0,Technical Degree,1.0,1100,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,9582.0,5k-10k,10333.0,0.0,Y,Yes,22.0,0.22,4.0,1.0,80,0,0.6551637124352506
RM1160,39.0,36-45,No,Travel Frequently,711.0,Research & Development,4.0,3.0,Medical,1.0,1633,1.0,Female,81.0,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,5k-10k,3140.0,0.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.11486482435753857
RM367,41.0,36-45,Yes,Travel Frequently,143.0,Sales,4.0,3.0,Marketing,1.0,488,1.0,Male,56.0,3.0,2.0,Sales Executive,2.0,Single,9355.0,5k-10k,9558.0,1.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.1980326207621837
RM618,44.0,36-45,No,Travel Rarely,625.0,Research & Development,4.0,3.0,Medical,1.0,852,4.0,Male,50.0,3.0,2.0,Healthcare Representative,2.0,Single,5933.0,5k-10k,5197.0,9.0,Y,No,12.0,0.12,3.0,4.0,80,1,0.10971430058694906
RM970,48.0,46-55,No,Travel Rarely,855.0,Research & Development,4.0,3.0,Life Science,1.0,1363,4.0,Male,54.0,3.0,3.0,Manufacturing Director,4.0,Single,7898.0,5k-10k,18706.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.0930943049255589
RM458,18.0,18-25,Yes,Travel Frequently,1306.0,Sales,5.0,3.0,Marketing,1.0,614,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,Upto 5k,8059.0,1.0,Y,Yes,14.0,0.14,3.0,4.0,80,3,0.8507197265125421
RM319,27.0,26-35,No,Travel Rarely,1220.0,Research & Development,5.0,3.0,Life Science,1.0,434,3.0,Female,85.0,3.0,1.0,Research Scientist,2.0,Single,2478.0,Upto 5k,20938.0,1.0,Y,Yes,12.0,0.12,3.0,2.0,80,3,0.5577669369978054
RM1042,28.0,26-35,No,Travel Rarely,866.0,Sales,5.0,3.0,Medical,1.0,1469,4.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,8463.0,5k-10k,23490.0,0.0,Y,No,18.0,0.18,3.0,4.0,80,3,0.18795781284635704
RM146,30.0,26-35,No,Travel Rarely,201.0,Research & Development,5.0,3.0,Technical Degree,1.0,197,4.0,Female,84.0,3.0,1.0,Research Scientist,1.0,Divorced,3204.0,Upto 5k,10415.0,5.0,Y,No,14.0,0.14,3.0,4.0,80,1,0.2112930811514294
RM168,30.0,26-35,No,Travel Rarely,1339.0,Sales,5.0,3.0,Life Science,1.0,228,2.0,Female,41.0,3.0,3.0,Sales Executive,4.0,Married,9419.0,5k-10k,8053.0,2.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.12844999712516075
RM733,30.0,26-35,Yes,Travel Frequently,109.0,Research & Development,5.0,3.0,Medical,1.0,1017,2.0,Female,60.0,3.0,1.0,Laboratory Technician,2.0,Single,2422.0,Upto 5k,25725.0,0.0,Y,No,17.0,0.17,3.0,1.0,80,3,0.6935163568368287
RM1464,31.0,26-35,No,Non Travel,325.0,Research & Development,5.0,3.0,Medical,1.0,2057,2.0,Male,74.0,3.0,2.0,Manufacturing Director,1.0,Single,9936.0,5k-10k,3787.0,0.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.15005905993351779
RM1248,31.0,26-35,No,Travel Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,1749,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,8346.0,5k-10k,20943.0,1.0,Y,No,19.0,0.19,3.0,3.0,80,0,0.2463581265763972
RM293,31.0,26-35,No,Travel Frequently,444.0,Sales,5.0,3.0,Marketing,1.0,399,4.0,Female,84.0,3.0,1.0,Sales Representative,2.0,Divorced,2789.0,Upto 5k,3909.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.31667100926450314
